tile,dec,ra
CFIS_LSB.157.286.r,53.0,130.4387510781149
CFIS_LSB.157.287.r,53.5,131.9720793292608
CFIS_LSB.157.288.r,54.0,133.55217691127027
CFIS_LSB.157.297.r,58.5,150.239647151329
CFIS_LSB.157.298.r,59.0,152.4159160732129
CFIS_LSB.157.299.r,59.5,154.6681112774874
CFIS_LSB.157.300.r,60.0,156.99999999999997
CFIS_LSB.157.307.r,63.5,175.93093846177425
CFIS_LSB.157.308.r,64.0,179.07200456733145
CFIS_LSB.157.309.r,64.5,182.34140904143922
CFIS_LSB.157.310.r,65.0,185.74682427747112
CFIS_LSB.157.311.r,65.5,189.29654965483195
CFIS_LSB.157.312.r,66.0,192.9995768425777
CFIS_LSB.157.313.r,66.5,196.86566343987238
CFIS_LSB.157.314.r,67.0,200.9054162219249
CFIS_LSB.157.315.r,67.5,205.1303854855911
CFIS_LSB.157.316.r,68.0,209.55317226049016
CFIS_LSB.157.317.r,68.5,214.18755048002086
CFIS_LSB.157.318.r,69.0,219.04860660558882
CFIS_LSB.157.319.r,69.5,224.15289968385795
CFIS_LSB.157.320.r,70.0,229.5186454128023
CFIS_LSB.157.321.r,70.5,235.16592852582755
CFIS_LSB.157.322.r,71.0,241.11694871044347
CFIS_LSB.157.323.r,71.5,247.3963064058591
CFIS_LSB.157.324.r,72.0,254.03133623373347
CFIS_LSB.157.325.r,72.5,261.0524975887086
CFIS_LSB.157.326.r,73.0,268.49383415691153
CFIS_LSB.157.327.r,73.5,276.3935169835063
CFIS_LSB.158.270.r,45.0,111.7228714274745
CFIS_LSB.158.271.r,45.5,112.71073735758696
CFIS_LSB.158.272.r,46.0,113.72496663043236
CFIS_LSB.158.273.r,46.5,114.76643402911984
CFIS_LSB.158.274.r,47.0,115.83605566553037
CFIS_LSB.158.275.r,47.5,116.93479140085863
CFIS_LSB.158.276.r,48.0,118.06364743930408
CFIS_LSB.158.277.r,48.5,119.2236791095083
CFIS_LSB.158.278.r,49.0,120.41599384975933
CFIS_LSB.158.279.r,49.5,121.64175441456696
CFIS_LSB.158.280.r,50.0,122.90218232197256
CFIS_LSB.158.281.r,50.5,124.19856156291928
CFIS_LSB.158.282.r,51.0,125.5322425961942
CFIS_LSB.158.283.r,51.5,126.90464665489905
CFIS_LSB.158.284.r,52.0,128.31727039313677
CFIS_LSB.158.285.r,52.5,129.77169090466194
CFIS_LSB.158.286.r,53.0,131.26957114867616
CFIS_LSB.158.287.r,53.5,132.81266582180385
CFIS_LSB.158.288.r,54.0,134.4028277196223
CFIS_LSB.158.297.r,58.5,151.19658757904446
CFIS_LSB.158.298.r,59.0,153.3867180864181
CFIS_LSB.158.299.r,59.5,155.6532584830765
CFIS_LSB.158.300.r,60.0,157.99999999999997
CFIS_LSB.158.307.r,63.5,177.0515176876454
CFIS_LSB.158.308.r,64.0,180.21259058368386
CFIS_LSB.158.309.r,64.5,183.5028192901108
CFIS_LSB.158.310.r,65.0,186.92992506904739
CFIS_LSB.158.311.r,65.5,190.50226016218755
CFIS_LSB.158.312.r,66.0,194.22887351036482
CFIS_LSB.158.313.r,66.5,198.11958486305628
CFIS_LSB.158.314.r,67.0,202.18506855454862
CFIS_LSB.158.315.r,67.5,206.43694845046747
CFIS_LSB.158.316.r,68.0,210.88790584176718
CFIS_LSB.158.317.r,68.5,215.55180239390634
CFIS_LSB.158.318.r,69.0,220.44382066040149
CFIS_LSB.158.319.r,69.5,225.58062515955132
CFIS_LSB.158.320.r,70.0,230.98054761288384
CFIS_LSB.158.321.r,70.5,236.66380068204302
CFIS_LSB.158.322.r,71.0,242.6527254538221
CFIS_LSB.158.323.r,71.5,248.9720790581257
CFIS_LSB.158.324.r,72.0,255.64937022248336
CFIS_LSB.158.325.r,72.5,262.71525235042014
CFIS_LSB.158.326.r,73.0,270.2039859668282
CFIS_LSB.158.327.r,73.5,278.1539852445477
CFIS_LSB.159.269.r,44.5,111.46154915748912
CFIS_LSB.159.270.r,45.0,112.42997820866105
CFIS_LSB.159.271.r,45.5,113.42409645478688
CFIS_LSB.159.272.r,46.0,114.44474490024523
CFIS_LSB.159.273.r,46.5,115.49280386474717
CFIS_LSB.159.274.r,47.0,116.56919525835019
CFIS_LSB.159.275.r,47.5,117.67488501731975
CFIS_LSB.159.276.r,48.0,118.81088571423639
CFIS_LSB.159.277.r,48.5,119.97825935703682
CFIS_LSB.159.278.r,49.0,121.17812039311224
CFIS_LSB.159.279.r,49.5,122.41163893617814
CFIS_LSB.159.280.r,50.0,123.68004423540278
CFIS_LSB.159.281.r,50.5,124.98462840825422
CFIS_LSB.159.282.r,51.0,126.32675046072707
CFIS_LSB.159.283.r,51.5,127.70784062106931
CFIS_LSB.159.284.r,52.0,129.12940501587815
CFIS_LSB.159.285.r,52.5,130.59303072051424
CFIS_LSB.159.286.r,53.0,132.1003912192374
CFIS_LSB.159.287.r,53.5,133.65325231434693
CFIS_LSB.159.288.r,54.0,135.25347852797435
CFIS_LSB.159.297.r,58.5,152.15352800675993
CFIS_LSB.159.298.r,59.0,154.3575200996233
CFIS_LSB.159.299.r,59.5,156.6384056886656
CFIS_LSB.159.300.r,60.0,158.99999999999997
CFIS_LSB.159.307.r,63.5,178.17209691351658
CFIS_LSB.159.308.r,64.0,181.3531766000363
CFIS_LSB.159.309.r,64.5,184.6642295387824
CFIS_LSB.159.310.r,65.0,188.11302586062362
CFIS_LSB.159.311.r,65.5,191.7079706695432
CFIS_LSB.159.312.r,66.0,195.45817017815193
CFIS_LSB.159.313.r,66.5,199.37350628624017
CFIS_LSB.159.314.r,67.0,203.46472088717235
CFIS_LSB.159.315.r,67.5,207.74351141534385
CFIS_LSB.159.316.r,68.0,212.22263942304417
CFIS_LSB.159.317.r,68.5,216.91605430779182
CFIS_LSB.159.318.r,69.0,221.83903471521413
CFIS_LSB.159.319.r,69.5,227.00835063524468
CFIS_LSB.159.320.r,70.0,232.44244981296538
CFIS_LSB.159.321.r,70.5,238.16167283825848
CFIS_LSB.159.322.r,71.0,244.1885021972007
CFIS_LSB.159.323.r,71.5,250.5478517103923
CFIS_LSB.159.324.r,72.0,257.26740421123327
CFIS_LSB.159.325.r,72.5,264.3780071121317
CFIS_LSB.159.326.r,73.0,271.91413777674484
CFIS_LSB.159.327.r,73.5,279.91445350558917
CFIS_LSB.160.268.r,44.0,111.2130872813343
CFIS_LSB.160.269.r,44.5,112.16256518992616
CFIS_LSB.160.270.r,45.0,113.1370849898476
CFIS_LSB.160.271.r,45.5,114.1374555519868
CFIS_LSB.160.272.r,46.0,115.16452317005809
CFIS_LSB.160.273.r,46.5,116.21917370037453
CFIS_LSB.160.274.r,47.0,117.30233485117
CFIS_LSB.160.275.r,47.5,118.41497863378089
CFIS_LSB.160.276.r,48.0,119.55812398916869
CFIS_LSB.160.277.r,48.5,120.73283960456536
CFIS_LSB.160.278.r,49.0,121.94024693646514
CFIS_LSB.160.279.r,49.5,123.18152345778932
CFIS_LSB.160.280.r,50.0,124.45790614883298
CFIS_LSB.160.281.r,50.5,125.77069525358915
CFIS_LSB.160.282.r,51.0,127.12125832525994
CFIS_LSB.160.283.r,51.5,128.51103458723955
CFIS_LSB.160.284.r,52.0,129.94153963861953
CFIS_LSB.160.285.r,52.5,131.41437053636653
CFIS_LSB.160.286.r,53.0,132.93121128979863
CFIS_LSB.160.287.r,53.5,134.49383880688998
CFIS_LSB.160.288.r,54.0,136.1041293363264
CFIS_LSB.160.297.r,58.5,153.1104684344754
CFIS_LSB.160.298.r,59.0,155.32832211282846
CFIS_LSB.160.299.r,59.5,157.62355289425471
CFIS_LSB.160.300.r,60.0,159.99999999999997
CFIS_LSB.160.307.r,63.5,179.29267613938777
CFIS_LSB.160.308.r,64.0,182.49376261638872
CFIS_LSB.160.309.r,64.5,185.82563978745398
CFIS_LSB.160.310.r,65.0,189.2961266521999
CFIS_LSB.160.311.r,65.5,192.9136811768988
CFIS_LSB.160.312.r,66.0,196.68746684593904
CFIS_LSB.160.313.r,66.5,200.62742770942407
CFIS_LSB.160.314.r,67.0,204.74437321979607
CFIS_LSB.160.315.r,67.5,209.0500743802202
CFIS_LSB.160.316.r,68.0,213.5573730043212
CFIS_LSB.160.317.r,68.5,218.2803062216773
CFIS_LSB.160.318.r,69.0,223.2342487700268
CFIS_LSB.160.319.r,69.5,228.43607611093805
CFIS_LSB.160.320.r,70.0,233.90435201304692
CFIS_LSB.160.321.r,70.5,239.65954499447395
CFIS_LSB.160.322.r,71.0,245.72427894057932
CFIS_LSB.160.323.r,71.5,252.12362436265894
CFIS_LSB.160.324.r,72.0,258.8854381999831
CFIS_LSB.160.325.r,72.5,266.04076187384317
CFIS_LSB.160.326.r,73.0,273.62428958666146
CFIS_LSB.160.327.r,73.5,281.6749217666306
CFIS_LSB.161.267.r,43.5,110.97717705087813
CFIS_LSB.161.268.r,44.0,111.90816907684264
CFIS_LSB.161.269.r,44.5,112.8635812223632
CFIS_LSB.161.270.r,45.0,113.84419177103415
CFIS_LSB.161.271.r,45.5,114.85081464918672
CFIS_LSB.161.272.r,46.0,115.88430143987095
CFIS_LSB.161.273.r,46.5,116.94554353600186
CFIS_LSB.161.274.r,47.0,118.03547444398981
CFIS_LSB.161.275.r,47.5,119.15507225024201
CFIS_LSB.161.276.r,48.0,120.30536226410099
CFIS_LSB.161.277.r,48.5,121.4874198520939
CFIS_LSB.161.278.r,49.0,122.70237347981805
CFIS_LSB.161.279.r,49.5,123.95140797940051
CFIS_LSB.161.280.r,50.0,125.23576806226319
CFIS_LSB.161.281.r,50.5,126.55676209892408
CFIS_LSB.161.282.r,51.0,127.91576618979282
CFIS_LSB.161.283.r,51.5,129.3142285534098
CFIS_LSB.161.284.r,52.0,130.75367426136089
CFIS_LSB.161.285.r,52.5,132.2357103522188
CFIS_LSB.161.286.r,53.0,133.76203136035988
CFIS_LSB.161.287.r,53.5,135.33442529943304
CFIS_LSB.161.288.r,54.0,136.95478014467844
CFIS_LSB.161.297.r,58.5,154.0674088621909
CFIS_LSB.161.298.r,59.0,156.29912412603363
CFIS_LSB.161.299.r,59.5,158.6087000998438
CFIS_LSB.161.307.r,63.5,180.41325536525892
CFIS_LSB.161.308.r,64.0,183.63434863274117
CFIS_LSB.161.309.r,64.5,186.98705003612557
CFIS_LSB.161.310.r,65.0,190.47922744377613
CFIS_LSB.161.311.r,65.5,194.1193916842544
CFIS_LSB.161.312.r,66.0,197.91676351372618
CFIS_LSB.161.313.r,66.5,201.88134913260797
CFIS_LSB.161.314.r,67.0,206.0240255524198
CFIS_LSB.161.315.r,67.5,210.35663734509657
CFIS_LSB.161.316.r,68.0,214.89210658559819
CFIS_LSB.161.317.r,68.5,219.6445581355628
CFIS_LSB.161.318.r,69.0,224.62946282483946
CFIS_LSB.161.319.r,69.5,229.8638015866314
CFIS_LSB.161.320.r,70.0,235.36625421312846
CFIS_LSB.161.321.r,70.5,241.1574171506894
CFIS_LSB.161.322.r,71.0,247.26005568395794
CFIS_LSB.161.323.r,71.5,253.69939701492555
CFIS_LSB.161.324.r,72.0,260.50347218873304
CFIS_LSB.161.325.r,72.5,267.7035166355547
CFIS_LSB.161.326.r,73.0,275.3344413965781
CFIS_LSB.161.327.r,73.5,283.43539002767204
CFIS_LSB.162.266.r,43.0,110.7535243489862
CFIS_LSB.162.267.r,43.5,111.66647628721898
CFIS_LSB.162.268.r,44.0,112.60325087235097
CFIS_LSB.162.269.r,44.5,113.56459725480023
CFIS_LSB.162.270.r,45.0,114.55129855222069
CFIS_LSB.162.271.r,45.5,115.56417374638663
CFIS_LSB.162.272.r,46.0,116.60407970968382
CFIS_LSB.162.273.r,46.5,117.6719133716292
CFIS_LSB.162.274.r,47.0,118.76861403680962
CFIS_LSB.162.275.r,47.5,119.89516586670315
CFIS_LSB.162.276.r,48.0,121.05260053903329
CFIS_LSB.162.277.r,48.5,122.24200009962243
CFIS_LSB.162.278.r,49.0,123.46450002317096
CFIS_LSB.162.279.r,49.5,124.72129250101169
CFIS_LSB.162.280.r,50.0,126.01362997569339
CFIS_LSB.162.281.r,50.5,127.34282894425901
CFIS_LSB.162.282.r,51.0,128.7102740543257
CFIS_LSB.162.283.r,51.5,130.11742251958006
CFIS_LSB.162.284.r,52.0,131.56580888410227
CFIS_LSB.162.285.r,52.5,133.0570501680711
CFIS_LSB.162.286.r,53.0,134.59285143092112
CFIS_LSB.162.287.r,53.5,136.17501179197612
CFIS_LSB.162.288.r,54.0,137.80543095303048
CFIS_LSB.162.297.r,58.5,155.02434928990635
CFIS_LSB.162.298.r,59.0,157.2699261392388
CFIS_LSB.162.299.r,59.5,159.5938473054329
CFIS_LSB.162.307.r,63.5,181.5338345911301
CFIS_LSB.162.308.r,64.0,184.77493464909358
CFIS_LSB.162.309.r,64.5,188.14846028479715
CFIS_LSB.162.310.r,65.0,191.6623282353524
CFIS_LSB.162.311.r,65.5,195.32510219161003
CFIS_LSB.162.312.r,66.0,199.1460601815133
CFIS_LSB.162.313.r,66.5,203.13527055579186
CFIS_LSB.162.314.r,67.0,207.30367788504353
CFIS_LSB.162.315.r,67.5,211.66320030997295
CFIS_LSB.162.316.r,68.0,216.2268401668752
CFIS_LSB.162.317.r,68.5,221.00881004944827
CFIS_LSB.162.318.r,69.0,226.02467687965213
CFIS_LSB.162.319.r,69.5,231.29152706232477
CFIS_LSB.162.320.r,70.0,236.82815641321
CFIS_LSB.162.321.r,70.5,242.65528930690488
CFIS_LSB.162.322.r,71.0,248.79583242733656
CFIS_LSB.162.323.r,71.5,255.2751696671922
CFIS_LSB.162.324.r,72.0,262.12150617748296
CFIS_LSB.162.325.r,72.5,269.36627139726625
CFIS_LSB.162.326.r,73.0,277.0445932064947
CFIS_LSB.163.266.r,43.0,111.4371880795355
CFIS_LSB.163.267.r,43.5,112.35577552355984
CFIS_LSB.163.268.r,44.0,113.29833266785931
CFIS_LSB.163.269.r,44.5,114.26561328723727
CFIS_LSB.163.270.r,45.0,115.25840533340724
CFIS_LSB.163.271.r,45.5,116.27753284358656
CFIS_LSB.163.272.r,46.0,117.32385797949668
CFIS_LSB.163.273.r,46.5,118.39828320725654
CFIS_LSB.163.274.r,47.0,119.50175362962943
CFIS_LSB.163.275.r,47.5,120.63525948316428
CFIS_LSB.163.276.r,48.0,121.79983881396561
CFIS_LSB.163.277.r,48.5,122.99658034715095
CFIS_LSB.163.278.r,49.0,124.22662656652386
CFIS_LSB.163.279.r,49.5,125.49117702262288
CFIS_LSB.163.280.r,50.0,126.79149188912359
CFIS_LSB.163.281.r,50.5,128.12889578959394
CFIS_LSB.163.282.r,51.0,129.50478191885858
CFIS_LSB.163.283.r,51.5,130.9206164857503
CFIS_LSB.163.284.r,52.0,132.37794350684362
CFIS_LSB.163.285.r,52.5,133.8783899839234
CFIS_LSB.163.286.r,53.0,135.42367150148235
CFIS_LSB.163.287.r,53.5,137.01559828451917
CFIS_LSB.163.288.r,54.0,138.6560817613825
CFIS_LSB.163.297.r,58.5,155.98128971762182
CFIS_LSB.163.298.r,59.0,158.240728152444
CFIS_LSB.163.299.r,59.5,160.578994511022
CFIS_LSB.163.307.r,63.5,182.65441381700128
CFIS_LSB.163.308.r,64.0,185.91552066544602
CFIS_LSB.163.309.r,64.5,189.30987053346874
CFIS_LSB.163.310.r,65.0,192.84542902692863
CFIS_LSB.163.311.r,65.5,196.53081269896563
CFIS_LSB.163.312.r,66.0,200.3753568493004
CFIS_LSB.163.313.r,66.5,204.3891919789758
CFIS_LSB.163.314.r,67.0,208.58333021766725
CFIS_LSB.163.315.r,67.5,212.96976327484933
CFIS_LSB.163.316.r,68.0,217.5615737481522
CFIS_LSB.163.317.r,68.5,222.37306196333375
CFIS_LSB.163.318.r,69.0,227.4198909344648
CFIS_LSB.163.319.r,69.5,232.71925253801814
CFIS_LSB.163.320.r,70.0,238.29005861329154
CFIS_LSB.163.321.r,70.5,244.15316146312034
CFIS_LSB.163.322.r,71.0,250.33160917071518
CFIS_LSB.163.323.r,71.5,256.8509423194588
CFIS_LSB.163.324.r,72.0,263.7395401662328
CFIS_LSB.163.325.r,72.5,271.02902615897773
CFIS_LSB.163.326.r,73.0,278.75474501641133
CFIS_LSB.164.266.r,43.0,112.1208518100848
CFIS_LSB.164.267.r,43.5,113.0450747599007
CFIS_LSB.164.268.r,44.0,113.99341446336766
CFIS_LSB.164.269.r,44.5,114.96662931967431
CFIS_LSB.164.270.r,45.0,115.96551211459379
CFIS_LSB.164.271.r,45.5,116.99089194078647
CFIS_LSB.164.272.r,46.0,118.04363624930954
CFIS_LSB.164.273.r,46.5,119.12465304288388
CFIS_LSB.164.274.r,47.0,120.23489322244924
CFIS_LSB.164.275.r,47.5,121.37535309962541
CFIS_LSB.164.276.r,48.0,122.54707708889791
CFIS_LSB.164.277.r,48.5,123.75116059467949
CFIS_LSB.164.278.r,49.0,124.98875310987677
CFIS_LSB.164.279.r,49.5,126.26106154423405
CFIS_LSB.164.280.r,50.0,127.5693538025538
CFIS_LSB.164.281.r,50.5,128.91496263492888
CFIS_LSB.164.282.r,51.0,130.29928978339143
CFIS_LSB.164.283.r,51.5,131.72381045192054
CFIS_LSB.164.284.r,52.0,133.190078129585
CFIS_LSB.164.285.r,52.5,134.6997297997757
CFIS_LSB.164.286.r,53.0,136.2544915720436
CFIS_LSB.164.287.r,53.5,137.85618477706223
CFIS_LSB.164.288.r,54.0,139.50673256973454
CFIS_LSB.164.297.r,58.5,156.9382301453373
CFIS_LSB.164.298.r,59.0,159.21153016564918
CFIS_LSB.164.307.r,63.5,183.77499304287247
CFIS_LSB.164.308.r,64.0,187.05610668179844
CFIS_LSB.164.309.r,64.5,190.47128078214033
CFIS_LSB.164.310.r,65.0,194.02852981850486
CFIS_LSB.164.311.r,65.5,197.73652320632127
CFIS_LSB.164.312.r,66.0,201.60465351708754
CFIS_LSB.164.313.r,66.5,205.64311340215968
CFIS_LSB.164.314.r,67.0,209.86298255029098
CFIS_LSB.164.315.r,67.5,214.2763262397257
CFIS_LSB.164.316.r,68.0,218.89630732942922
CFIS_LSB.164.317.r,68.5,223.73731387721924
CFIS_LSB.164.318.r,69.0,228.81510498927747
CFIS_LSB.164.319.r,69.5,234.1469780137115
CFIS_LSB.164.320.r,70.0,239.7519608133731
CFIS_LSB.164.321.r,70.5,245.65103361933578
CFIS_LSB.164.322.r,71.0,251.8673859140938
CFIS_LSB.164.323.r,71.5,258.4267149717254
CFIS_LSB.164.324.r,72.0,265.35757415498273
CFIS_LSB.164.325.r,72.5,272.69178092068927
CFIS_LSB.164.326.r,73.0,280.464896826328
CFIS_LSB.165.265.r,42.5,111.89819065501369
CFIS_LSB.165.266.r,43.0,112.8045155406341
CFIS_LSB.165.267.r,43.5,113.73437399624156
CFIS_LSB.165.268.r,44.0,114.68849625887599
CFIS_LSB.165.269.r,44.5,115.66764535211135
CFIS_LSB.165.270.r,45.0,116.67261889578033
CFIS_LSB.165.271.r,45.5,117.70425103798638
CFIS_LSB.165.272.r,46.0,118.7634145191224
CFIS_LSB.165.273.r,46.5,119.85102287851123
CFIS_LSB.165.274.r,47.0,120.96803281526905
CFIS_LSB.165.275.r,47.5,122.11544671608654
CFIS_LSB.165.276.r,48.0,123.29431536383021
CFIS_LSB.165.277.r,48.5,124.50574084220803
CFIS_LSB.165.278.r,49.0,125.75087965322967
CFIS_LSB.165.279.r,49.5,127.03094606584524
CFIS_LSB.165.280.r,50.0,128.34721571598402
CFIS_LSB.165.281.r,50.5,129.7010294802638
CFIS_LSB.165.282.r,51.0,131.0937976479243
CFIS_LSB.165.283.r,51.5,132.5270044180908
CFIS_LSB.165.284.r,52.0,134.0022127523264
CFIS_LSB.165.285.r,52.5,135.52106961562797
CFIS_LSB.165.286.r,53.0,137.08531164260484
CFIS_LSB.165.287.r,53.5,138.6967712696053
CFIS_LSB.165.288.r,54.0,140.35738337808658
CFIS_LSB.165.297.r,58.5,157.89517057305275
CFIS_LSB.165.298.r,59.0,160.18233217885435
CFIS_LSB.165.307.r,63.5,184.89557226874362
CFIS_LSB.165.308.r,64.0,188.19669269815088
CFIS_LSB.165.309.r,64.5,191.6326910308119
CFIS_LSB.165.310.r,65.0,195.21163061008113
CFIS_LSB.165.311.r,65.5,198.94223371367687
CFIS_LSB.165.312.r,66.0,202.83395018487465
CFIS_LSB.165.313.r,66.5,206.89703482534358
CFIS_LSB.165.314.r,67.0,211.1426348829147
CFIS_LSB.165.315.r,67.5,215.58288920460208
CFIS_LSB.165.316.r,68.0,220.2310409107062
CFIS_LSB.165.317.r,68.5,225.10156579110472
CFIS_LSB.165.318.r,69.0,230.21031904409014
CFIS_LSB.165.319.r,69.5,235.57470348940487
CFIS_LSB.165.320.r,70.0,241.21386301345464
CFIS_LSB.165.321.r,70.5,247.14890577555124
CFIS_LSB.165.322.r,71.0,253.40316265747242
CFIS_LSB.165.323.r,71.5,260.002487623992
CFIS_LSB.165.324.r,72.0,266.97560814373264
CFIS_LSB.165.325.r,72.5,274.3545356824008
CFIS_LSB.165.326.r,73.0,282.17504863624464
CFIS_LSB.166.264.r,42.0,111.68751655732922
CFIS_LSB.166.265.r,42.5,112.57636150746832
CFIS_LSB.166.266.r,43.0,113.4881792711834
CFIS_LSB.166.267.r,43.5,114.42367323258242
CFIS_LSB.166.268.r,44.0,115.38357805438433
CFIS_LSB.166.269.r,44.5,116.36866138454839
CFIS_LSB.166.270.r,45.0,117.37972567696688
CFIS_LSB.166.271.r,45.5,118.41761013518631
CFIS_LSB.166.272.r,46.0,119.48319278893527
CFIS_LSB.166.273.r,46.5,120.57739271413857
CFIS_LSB.166.274.r,47.0,121.70117240808888
CFIS_LSB.166.275.r,47.5,122.85554033254766
CFIS_LSB.166.276.r,48.0,124.04155363876251
CFIS_LSB.166.277.r,48.5,125.26032108973656
CFIS_LSB.166.278.r,49.0,126.51300619658258
CFIS_LSB.166.279.r,49.5,127.80083058745643
CFIS_LSB.166.280.r,50.0,129.12507762941422
CFIS_LSB.166.281.r,50.5,130.48709632559874
CFIS_LSB.166.282.r,51.0,131.88830551245718
CFIS_LSB.166.283.r,51.5,133.33019838426102
CFIS_LSB.166.284.r,52.0,134.81434737506774
CFIS_LSB.166.285.r,52.5,136.34240943148026
CFIS_LSB.166.286.r,53.0,137.9161317131661
CFIS_LSB.166.287.r,53.5,139.53735776214836
CFIS_LSB.166.288.r,54.0,141.20803418643862
CFIS_LSB.166.297.r,58.5,158.85211100076822
CFIS_LSB.166.307.r,63.5,186.0161514946148
CFIS_LSB.166.308.r,64.0,189.3372787145033
CFIS_LSB.166.309.r,64.5,192.7941012794835
CFIS_LSB.166.310.r,65.0,196.39473140165737
CFIS_LSB.166.311.r,65.5,200.1479442210325
CFIS_LSB.166.312.r,66.0,204.06324685266176
CFIS_LSB.166.313.r,66.5,208.15095624852748
CFIS_LSB.166.314.r,67.0,212.42228721553843
CFIS_LSB.166.315.r,67.5,216.88945216947846
CFIS_LSB.166.316.r,68.0,221.56577449198323
CFIS_LSB.166.317.r,68.5,226.4658177049902
CFIS_LSB.166.318.r,69.0,231.6055330989028
CFIS_LSB.166.319.r,69.5,237.00242896509823
CFIS_LSB.166.320.r,70.0,242.67576521353618
CFIS_LSB.166.321.r,70.5,248.6467779317667
CFIS_LSB.166.322.r,71.0,254.93893940085104
CFIS_LSB.166.323.r,71.5,261.5782602762587
CFIS_LSB.166.324.r,72.0,268.5936421324825
CFIS_LSB.166.325.r,72.5,276.0172904441123
CFIS_LSB.166.326.r,73.0,283.88520044616126
CFIS_LSB.167.263.r,41.5,111.488566923603
CFIS_LSB.167.264.r,42.0,112.3603329221324
CFIS_LSB.167.265.r,42.5,113.25453235992295
CFIS_LSB.167.266.r,43.0,114.1718430017327
CFIS_LSB.167.267.r,43.5,115.11297246892327
CFIS_LSB.167.268.r,44.0,116.07865984989267
CFIS_LSB.167.269.r,44.5,117.06967741698543
CFIS_LSB.167.270.r,45.0,118.08683245815342
CFIS_LSB.167.271.r,45.5,119.13096923238622
CFIS_LSB.167.272.r,46.0,120.20297105874813
CFIS_LSB.167.273.r,46.5,121.3037625497659
CFIS_LSB.167.274.r,47.0,122.43431200090869
CFIS_LSB.167.275.r,47.5,123.5956339490088
CFIS_LSB.167.276.r,48.0,124.78879191369482
CFIS_LSB.167.277.r,48.5,126.01490133726509
CFIS_LSB.167.278.r,49.0,127.27513273993549
CFIS_LSB.167.279.r,49.5,128.5707151090676
CFIS_LSB.167.280.r,50.0,129.90293954284442
CFIS_LSB.167.281.r,50.5,131.27316317093369
CFIS_LSB.167.282.r,51.0,132.68281337699005
CFIS_LSB.167.283.r,51.5,134.13339235043128
CFIS_LSB.167.284.r,52.0,135.62648199780912
CFIS_LSB.167.285.r,52.5,137.16374924733256
CFIS_LSB.167.286.r,53.0,138.74695178372733
CFIS_LSB.167.287.r,53.5,140.3779442546914
CFIS_LSB.167.288.r,54.0,142.05868499479067
CFIS_LSB.167.307.r,63.5,187.13673072048599
CFIS_LSB.167.308.r,64.0,190.47786473085574
CFIS_LSB.167.309.r,64.5,193.95551152815509
CFIS_LSB.167.310.r,65.0,197.57783219323363
CFIS_LSB.167.311.r,65.5,201.3536547283881
CFIS_LSB.167.312.r,66.0,205.29254352044887
CFIS_LSB.167.313.r,66.5,209.40487767171138
CFIS_LSB.167.314.r,67.0,213.70193954816216
CFIS_LSB.167.315.r,67.5,218.19601513435484
CFIS_LSB.167.316.r,68.0,222.90050807326023
CFIS_LSB.167.317.r,68.5,227.83006961887568
CFIS_LSB.167.318.r,69.0,233.00074715371548
CFIS_LSB.167.319.r,69.5,238.4301544407916
CFIS_LSB.167.320.r,70.0,244.13766741361772
CFIS_LSB.167.321.r,70.5,250.14465008798217
CFIS_LSB.167.322.r,71.0,256.47471614422966
CFIS_LSB.167.323.r,71.5,263.1540329285253
CFIS_LSB.167.324.r,72.0,270.2116761212324
CFIS_LSB.167.325.r,72.5,277.68004520582383
CFIS_LSB.167.326.r,73.0,285.5953522560779
CFIS_LSB.168.263.r,41.5,112.15616313272638
CFIS_LSB.168.264.r,42.0,113.0331492869356
CFIS_LSB.168.265.r,42.5,113.93270321237758
CFIS_LSB.168.266.r,43.0,114.855506732282
CFIS_LSB.168.267.r,43.5,115.80227170526413
CFIS_LSB.168.268.r,44.0,116.773741645401
CFIS_LSB.168.269.r,44.5,117.77069344942247
CFIS_LSB.168.270.r,45.0,118.79393923933998
CFIS_LSB.168.271.r,45.5,119.84432832958613
CFIS_LSB.168.272.r,46.0,120.922749328561
CFIS_LSB.168.273.r,46.5,122.03013238539324
CFIS_LSB.168.274.r,47.0,123.1674515937285
CFIS_LSB.168.275.r,47.5,124.33572756546992
CFIS_LSB.168.276.r,48.0,125.53603018862712
CFIS_LSB.168.277.r,48.5,126.76948158479362
CFIS_LSB.168.278.r,49.0,128.0372592832884
CFIS_LSB.168.279.r,49.5,129.34059963067878
CFIS_LSB.168.280.r,50.0,130.68080145627462
CFIS_LSB.168.281.r,50.5,132.0592300162686
CFIS_LSB.168.282.r,51.0,133.47732124152293
CFIS_LSB.168.283.r,51.5,134.93658631660153
CFIS_LSB.168.284.r,52.0,136.4386166205505
CFIS_LSB.168.285.r,52.5,137.98508906318486
CFIS_LSB.168.286.r,53.0,139.57777185428856
CFIS_LSB.168.287.r,53.5,141.21853074723447
CFIS_LSB.168.307.r,63.5,188.25730994635714
CFIS_LSB.168.308.r,64.0,191.61845074720816
CFIS_LSB.168.309.r,64.5,195.11692177682667
CFIS_LSB.168.310.r,65.0,198.76093298480987
CFIS_LSB.168.311.r,65.5,202.55936523574374
CFIS_LSB.168.312.r,66.0,206.521840188236
CFIS_LSB.168.313.r,66.5,210.65879909489527
CFIS_LSB.168.314.r,67.0,214.98159188078588
CFIS_LSB.168.315.r,67.5,219.50257809923121
