tile,dec,ra
CFIS_LSB.264.265.r,42.5,179.0371050480219
CFIS_LSB.264.266.r,43.0,180.48722486501455
CFIS_LSB.264.267.r,43.5,181.97499839398648
CFIS_LSB.264.268.r,44.0,183.5015940142016
CFIS_LSB.264.269.r,44.5,185.06823256337816
CFIS_LSB.264.270.r,45.0,186.67619023324855
CFIS_LSB.264.271.r,45.5,188.32680166077822
CFIS_LSB.264.272.r,46.0,190.02146323059586
CFIS_LSB.264.273.r,46.5,191.76163660561795
CFIS_LSB.264.274.r,47.0,193.5488525044305
CFIS_LSB.264.275.r,47.5,195.38471474573845
CFIS_LSB.264.276.r,48.0,197.27090458212834
CFIS_LSB.264.277.r,48.5,199.20918534753284
CFIS_LSB.264.278.r,49.0,201.2014074451675
CFIS_LSB.264.279.r,49.5,203.2495137053524
CFIS_LSB.264.280.r,50.0,205.3555451455744
CFIS_LSB.264.281.r,50.5,207.5216471684221
CFIS_LSB.264.282.r,51.0,209.75007623667892
CFIS_LSB.264.283.r,51.5,212.04320706894526
CFIS_LSB.264.284.r,52.0,214.40354040372222
CFIS_LSB.264.285.r,52.5,216.83371138500476
CFIS_LSB.264.286.r,53.0,219.33649862816776
CFIS_LSB.264.287.r,53.5,221.91483403136846
CFIS_LSB.264.288.r,54.0,224.57181340493855
CFIS_LSB.264.289.r,54.5,227.3107079994035
CFIS_LSB.264.290.r,55.0,230.13497702198492
CFIS_LSB.264.291.r,55.5,233.04828124185642
CFIS_LSB.264.292.r,56.0,236.0544977962249
CFIS_LSB.264.293.r,56.5,239.15773632268701
CFIS_LSB.264.294.r,57.0,242.36235655851948
CFIS_LSB.264.295.r,57.5,245.67298756487227
CFIS_LSB.264.296.r,58.0,249.0945487535813
CFIS_LSB.264.297.r,58.5,252.63227291688443
CFIS_LSB.264.298.r,59.0,256.29173148616695
CFIS_LSB.264.299.r,59.5,260.07886227552024
CFIS_LSB.264.300.r,60.0,263.99999999999994
CFIS_LSB.264.301.r,60.5,268.0619098977807
CFIS_LSB.264.302.r,61.0,272.27182483080543
CFIS_LSB.264.303.r,61.5,276.63748629110904
CFIS_LSB.264.304.r,62.0,281.16718980101564
CFIS_LSB.265.238.r,29.0,151.49441399321492
CFIS_LSB.265.239.r,29.5,152.23660925997945
CFIS_LSB.265.240.r,30.0,152.99782133525082
CFIS_LSB.265.241.r,30.5,153.77845375161496
CFIS_LSB.265.242.r,31.0,154.57892513103127
CFIS_LSB.265.243.r,31.5,155.3996698013562
CFIS_LSB.265.244.r,32.0,156.2411384454778
CFIS_LSB.265.248.r,34.0,159.82387817676747
CFIS_LSB.265.249.r,34.5,160.77634933740825
CFIS_LSB.265.250.r,35.0,161.75263301089294
CFIS_LSB.265.251.r,35.5,162.75331573032105
CFIS_LSB.265.252.r,36.0,163.77900701872213
CFIS_LSB.265.253.r,36.5,164.83034043929646
CFIS_LSB.265.254.r,37.0,165.9079747056999
CFIS_LSB.265.255.r,37.5,167.01259485636004
CFIS_LSB.265.256.r,38.0,168.14491349711668
CFIS_LSB.265.257.r,38.5,169.30567211681537
CFIS_LSB.265.258.r,39.0,170.49564248084468
CFIS_LSB.265.259.r,39.5,171.71562810800498
CFIS_LSB.265.260.r,40.0,172.9664658365269
CFIS_LSB.265.261.r,40.5,174.24902748552898
CFIS_LSB.265.262.r,41.0,175.56422161871748
CFIS_LSB.265.263.r,41.5,176.9129954176934
CFIS_LSB.265.264.r,42.0,178.29633667284483
CFIS_LSB.265.265.r,42.5,179.71527590047654
CFIS_LSB.265.266.r,43.0,181.17088859556387
CFIS_LSB.265.267.r,43.5,182.66429763032735
CFIS_LSB.265.268.r,44.0,184.19667580970992
CFIS_LSB.265.269.r,44.5,185.76924859581518
CFIS_LSB.265.270.r,45.0,187.38329701443507
CFIS_LSB.265.271.r,45.5,189.04016075797813
CFIS_LSB.265.272.r,46.0,190.7412415004087
CFIS_LSB.265.273.r,46.5,192.4880064412453
CFIS_LSB.265.274.r,47.0,194.2819920972503
CFIS_LSB.265.275.r,47.5,196.1248083621996
CFIS_LSB.265.276.r,48.0,198.01814285706064
CFIS_LSB.265.277.r,48.5,199.96376559506137
CFIS_LSB.265.278.r,49.0,201.9635339885204
CFIS_LSB.265.279.r,49.5,204.01939822696357
CFIS_LSB.265.280.r,50.0,206.1334070590046
CFIS_LSB.265.281.r,50.5,208.30771401375702
CFIS_LSB.265.282.r,51.0,210.5445841012118
CFIS_LSB.265.283.r,51.5,212.84640103511552
CFIS_LSB.265.284.r,52.0,215.21567502646357
CFIS_LSB.265.285.r,52.5,217.65505120085706
CFIS_LSB.265.286.r,53.0,220.167318698729
CFIS_LSB.265.287.r,53.5,222.75542052391154
CFIS_LSB.265.288.r,54.0,225.42246421329057
CFIS_LSB.265.289.r,54.5,228.17173340849214
CFIS_LSB.265.290.r,55.0,231.00670041979546
CFIS_LSB.265.291.r,55.5,233.93103988292407
CFIS_LSB.265.292.r,56.0,236.9486436212106
CFIS_LSB.265.293.r,56.5,240.06363683906082
CFIS_LSB.265.294.r,57.0,243.28039578790782
CFIS_LSB.265.295.r,57.5,246.60356706322406
CFIS_LSB.265.296.r,58.0,250.03808871098124
CFIS_LSB.265.297.r,58.5,253.5892133445999
CFIS_LSB.265.298.r,59.0,257.2625334993721
CFIS_LSB.265.299.r,59.5,261.06400948110934
CFIS_LSB.265.300.r,60.0,264.99999999999994
CFIS_LSB.265.301.r,60.5,269.0772959201208
CFIS_LSB.265.302.r,61.0,273.3031575006191
CFIS_LSB.265.303.r,61.5,277.6853555573632
CFIS_LSB.265.304.r,62.0,282.2322170351104
CFIS_LSB.266.238.r,29.0,152.06609102715157
CFIS_LSB.266.239.r,29.5,152.81108703077183
CFIS_LSB.266.240.r,30.0,153.57517160444044
CFIS_LSB.266.241.r,30.5,154.35874980350783
CFIS_LSB.266.242.r,31.0,155.16224182963896
CFIS_LSB.266.243.r,31.5,155.9860836496632
CFIS_LSB.266.244.r,32.0,156.83072764715882
CFIS_LSB.266.247.r,33.5,159.49425746356803
CFIS_LSB.266.248.r,34.0,160.42698715101943
CFIS_LSB.266.249.r,34.5,161.38305254245506
CFIS_LSB.266.250.r,35.0,162.36302030527366
CFIS_LSB.266.251.r,35.5,163.36747918590717
CFIS_LSB.266.252.r,36.0,164.397041007472
CFIS_LSB.266.253.r,36.5,165.45234172397303
CFIS_LSB.266.254.r,37.0,166.53404253477802
CFIS_LSB.266.255.r,37.5,167.64283106336518
CFIS_LSB.266.256.r,38.0,168.77942260465298
CFIS_LSB.266.257.r,38.5,169.94456144555807
CFIS_LSB.266.258.r,39.0,171.13902226379125
CFIS_LSB.266.259.r,39.5,172.36361161029933
CFIS_LSB.266.260.r,40.0,173.61916948119307
CFIS_LSB.266.261.r,40.5,174.9065709854744
CFIS_LSB.266.262.r,41.0,176.2267281153919
CFIS_LSB.266.263.r,41.5,177.58059162681676
CFIS_LSB.266.264.r,42.0,178.96915303764803
CFIS_LSB.266.265.r,42.5,180.39344675293117
CFIS_LSB.266.266.r,43.0,181.85455232611315
CFIS_LSB.266.267.r,43.5,183.3535968666682
CFIS_LSB.266.268.r,44.0,184.89175760521826
CFIS_LSB.266.269.r,44.5,186.47026462825224
CFIS_LSB.266.270.r,45.0,188.09040379562163
CFIS_LSB.266.271.r,45.5,189.75351985517804
CFIS_LSB.266.272.r,46.0,191.46101977022158
CFIS_LSB.266.273.r,46.5,193.21437627687263
CFIS_LSB.266.274.r,47.0,195.01513169007012
CFIS_LSB.266.275.r,47.5,196.86490197866073
CFIS_LSB.266.276.r,48.0,198.76538113199294
CFIS_LSB.266.277.r,48.5,200.7183458425899
CFIS_LSB.266.278.r,49.0,202.7256605318733
CFIS_LSB.266.279.r,49.5,204.78928274857475
CFIS_LSB.266.280.r,50.0,206.91126897243484
CFIS_LSB.266.281.r,50.5,209.09378085909196
CFIS_LSB.266.282.r,51.0,211.33909196574467
CFIS_LSB.266.283.r,51.5,213.64959500128575
CFIS_LSB.266.284.r,52.0,216.02780964920495
CFIS_LSB.266.285.r,52.5,218.47639101670936
CFIS_LSB.266.286.r,53.0,220.99813876929022
CFIS_LSB.266.287.r,53.5,223.5960070164546
CFIS_LSB.266.288.r,54.0,226.2731150216426
CFIS_LSB.266.289.r,54.5,229.0327588175808
CFIS_LSB.266.290.r,55.0,231.878423817606
CFIS_LSB.266.291.r,55.5,234.8137985239917
CFIS_LSB.266.292.r,56.0,237.8427894461963
CFIS_LSB.266.293.r,56.5,240.96953735543462
CFIS_LSB.266.294.r,57.0,244.19843501729613
CFIS_LSB.266.295.r,57.5,247.53414656157582
CFIS_LSB.266.296.r,58.0,250.98162866838118
CFIS_LSB.266.297.r,58.5,254.54615377231536
CFIS_LSB.266.298.r,59.0,258.2333355125773
CFIS_LSB.266.299.r,59.5,262.04915668669844
CFIS_LSB.266.300.r,60.0,265.99999999999994
CFIS_LSB.266.301.r,60.5,270.09268194246084
CFIS_LSB.266.302.r,61.0,274.33449017043273
CFIS_LSB.266.303.r,61.5,278.73322482361743
CFIS_LSB.266.304.r,62.0,283.2972442692051
CFIS_LSB.267.238.r,29.0,152.63776806108822
CFIS_LSB.267.239.r,29.5,153.38556480156421
CFIS_LSB.267.240.r,30.0,154.15252187363006
CFIS_LSB.267.241.r,30.5,154.93904585540074
CFIS_LSB.267.242.r,31.0,155.74555852824662
CFIS_LSB.267.243.r,31.5,156.5724974979702
CFIS_LSB.267.246.r,33.0,159.180499593599
CFIS_LSB.267.247.r,33.5,160.09385993523557
CFIS_LSB.267.248.r,34.0,161.03009612527137
CFIS_LSB.267.249.r,34.5,161.9897557475019
CFIS_LSB.267.250.r,35.0,162.9734075996544
CFIS_LSB.267.251.r,35.5,163.98164264149327
CFIS_LSB.267.252.r,36.0,165.01507499622193
CFIS_LSB.267.253.r,36.5,166.07434300864963
CFIS_LSB.267.254.r,37.0,167.16011036385612
CFIS_LSB.267.255.r,37.5,168.27306727037032
CFIS_LSB.267.256.r,38.0,169.41393171218925
CFIS_LSB.267.257.r,38.5,170.58345077430076
CFIS_LSB.267.258.r,39.0,171.78240204673784
CFIS_LSB.267.259.r,39.5,173.01159511259368
CFIS_LSB.267.260.r,40.0,174.2718731258592
CFIS_LSB.267.261.r,40.5,175.56411448541976
CFIS_LSB.267.262.r,41.0,176.88923461206628
CFIS_LSB.267.263.r,41.5,178.24818783594014
CFIS_LSB.267.264.r,42.0,179.6419694024512
CFIS_LSB.267.265.r,42.5,181.0716176053858
CFIS_LSB.267.266.r,43.0,182.53821605666246
CFIS_LSB.267.267.r,43.5,184.04289610300907
CFIS_LSB.267.268.r,44.0,185.5868394007266
CFIS_LSB.267.269.r,44.5,187.17128066068926
CFIS_LSB.267.270.r,45.0,188.79751057680818
CFIS_LSB.267.271.r,45.5,190.46687895237798
CFIS_LSB.267.272.r,46.0,192.18079804003443
CFIS_LSB.267.273.r,46.5,193.9407461125
CFIS_LSB.267.274.r,47.0,195.74827128288993
CFIS_LSB.267.275.r,47.5,197.60499559512186
CFIS_LSB.267.276.r,48.0,199.51261940692524
CFIS_LSB.267.277.r,48.5,201.47292609011845
CFIS_LSB.267.278.r,49.0,203.4877870752262
CFIS_LSB.267.279.r,49.5,205.55916727018592
CFIS_LSB.267.280.r,50.0,207.68913088586504
CFIS_LSB.267.281.r,50.5,209.87984770442688
CFIS_LSB.267.282.r,51.0,212.13359983027755
CFIS_LSB.267.283.r,51.5,214.452788967456
CFIS_LSB.267.284.r,52.0,216.83994427194634
CFIS_LSB.267.285.r,52.5,219.29773083256163
CFIS_LSB.267.286.r,53.0,221.82895883985148
CFIS_LSB.267.287.r,53.5,224.43659350899765
CFIS_LSB.267.288.r,54.0,227.12376582999465
CFIS_LSB.267.289.r,54.5,229.89378422666945
CFIS_LSB.267.290.r,55.0,232.75014721541655
CFIS_LSB.267.291.r,55.5,235.69655716505932
CFIS_LSB.267.292.r,56.0,238.736935271182
CFIS_LSB.267.293.r,56.5,241.87543787180846
CFIS_LSB.267.294.r,57.0,245.11647424668448
CFIS_LSB.267.295.r,57.5,248.4647260599276
CFIS_LSB.267.296.r,58.0,251.9251686257811
CFIS_LSB.267.297.r,58.5,255.50309420003083
CFIS_LSB.267.298.r,59.0,259.20413752578247
CFIS_LSB.267.299.r,59.5,263.03430389228754
CFIS_LSB.267.300.r,60.0,266.99999999999994
CFIS_LSB.267.301.r,60.5,271.10806796480097
CFIS_LSB.267.302.r,61.0,275.3658228402464
CFIS_LSB.267.303.r,61.5,279.78109408987166
CFIS_LSB.268.238.r,29.0,153.20944509502488
CFIS_LSB.268.239.r,29.5,153.96004257235657
CFIS_LSB.268.240.r,30.0,154.7298721428197
CFIS_LSB.268.241.r,30.5,155.5193419072936
CFIS_LSB.268.242.r,31.0,156.32887522685428
CFIS_LSB.268.243.r,31.5,157.1589113462772
CFIS_LSB.268.246.r,33.0,159.77668124001696
CFIS_LSB.268.247.r,33.5,160.6934624069031
CFIS_LSB.268.248.r,34.0,161.63320509952334
CFIS_LSB.268.249.r,34.5,162.59645895254872
CFIS_LSB.268.250.r,35.0,163.58379489403512
CFIS_LSB.268.251.r,35.5,164.5958060970794
CFIS_LSB.268.252.r,36.0,165.6331089849718
CFIS_LSB.268.253.r,36.5,166.69634429332623
CFIS_LSB.268.254.r,37.0,167.78617819293424
CFIS_LSB.268.255.r,37.5,168.90330347737543
CFIS_LSB.268.256.r,38.0,170.04844081972556
CFIS_LSB.268.257.r,38.5,171.22234010304345
CFIS_LSB.268.258.r,39.0,172.4257818296844
CFIS_LSB.268.259.r,39.5,173.65957861488806
CFIS_LSB.268.260.r,40.0,174.92457677052533
CFIS_LSB.268.261.r,40.5,176.22165798536517
CFIS_LSB.268.262.r,41.0,177.55174110874069
CFIS_LSB.268.263.r,41.5,178.9157840450635
CFIS_LSB.268.264.r,42.0,180.3147857672544
CFIS_LSB.268.265.r,42.5,181.74978845784042
CFIS_LSB.268.266.r,43.0,183.22187978721175
CFIS_LSB.268.267.r,43.5,184.73219533934991
CFIS_LSB.268.268.r,44.0,186.28192119623495
CFIS_LSB.268.269.r,44.5,187.87229669312632
CFIS_LSB.268.270.r,45.0,189.50461735799473
CFIS_LSB.268.271.r,45.5,191.1802380495779
CFIS_LSB.268.272.r,46.0,192.9005763098473
CFIS_LSB.268.273.r,46.5,194.66711594812733
CFIS_LSB.268.274.r,47.0,196.48141087570974
CFIS_LSB.268.275.r,47.5,198.34508921158297
CFIS_LSB.268.276.r,48.0,200.25985768185757
CFIS_LSB.268.277.r,48.5,202.227506337647
CFIS_LSB.268.278.r,49.0,204.24991361857911
CFIS_LSB.268.279.r,49.5,206.32905179179713
CFIS_LSB.268.280.r,50.0,208.46699279929524
CFIS_LSB.268.281.r,50.5,210.66591454976182
CFIS_LSB.268.282.r,51.0,212.92810769481042
CFIS_LSB.268.283.r,51.5,215.25598293362626
CFIS_LSB.268.284.r,52.0,217.6520788946877
CFIS_LSB.268.285.r,52.5,220.11907064841392
CFIS_LSB.268.286.r,53.0,222.6597789104127
CFIS_LSB.268.287.r,53.5,225.27718000154073
CFIS_LSB.268.288.r,54.0,227.9744166383467
CFIS_LSB.268.289.r,54.5,230.7548096357581
CFIS_LSB.268.290.r,55.0,233.62187061322712
CFIS_LSB.268.291.r,55.5,236.57931580612697
CFIS_LSB.268.292.r,56.0,239.6310810961677
CFIS_LSB.268.293.r,56.5,242.78133838818226
CFIS_LSB.268.294.r,57.0,246.03451347607282
CFIS_LSB.268.295.r,57.5,249.3953055582794
CFIS_LSB.268.296.r,58.0,252.86870858318105
CFIS_LSB.268.297.r,58.5,256.4600346277463
CFIS_LSB.268.298.r,59.0,260.17493953898764
CFIS_LSB.268.299.r,59.5,264.01945109787664
CFIS_LSB.268.300.r,60.0,267.99999999999994
CFIS_LSB.268.301.r,60.5,272.12345398714103
CFIS_LSB.268.302.r,61.0,276.39715551006003
CFIS_LSB.268.303.r,61.5,280.8289633561258
CFIS_LSB.269.238.r,29.0,153.78112212896156
CFIS_LSB.269.239.r,29.5,154.53452034314896
CFIS_LSB.269.240.r,30.0,155.3072224120093
CFIS_LSB.269.241.r,30.5,156.0996379591865
CFIS_LSB.269.242.r,31.0,156.91219192546194
CFIS_LSB.269.245.r,32.5,159.4751768798946
CFIS_LSB.269.246.r,33.0,160.37286288643492
CFIS_LSB.269.247.r,33.5,161.29306487857068
CFIS_LSB.269.248.r,34.0,162.23631407377528
CFIS_LSB.269.249.r,34.5,163.20316215759556
CFIS_LSB.269.250.r,35.0,164.19418218841585
CFIS_LSB.269.251.r,35.5,165.2099695526655
CFIS_LSB.269.252.r,36.0,166.2511429737217
CFIS_LSB.269.253.r,36.5,167.3183455780028
CFIS_LSB.269.254.r,37.0,168.41224602201237
CFIS_LSB.269.255.r,37.5,169.53353968438057
CFIS_LSB.269.256.r,38.0,170.68294992726183
CFIS_LSB.269.257.r,38.5,171.86122943178617
CFIS_LSB.269.258.r,39.0,173.069161612631
CFIS_LSB.269.259.r,39.5,174.3075621171824
CFIS_LSB.269.260.r,40.0,175.57728041519147
CFIS_LSB.269.261.r,40.5,176.87920148531055
CFIS_LSB.269.262.r,41.0,178.2142476054151
CFIS_LSB.269.263.r,41.5,179.5833802541869
CFIS_LSB.269.264.r,42.0,180.9876021320576
CFIS_LSB.269.265.r,42.5,182.42795931029505
CFIS_LSB.269.266.r,43.0,183.90554351776103
CFIS_LSB.269.267.r,43.5,185.4214945756908
CFIS_LSB.269.268.r,44.0,186.9770029917433
CFIS_LSB.269.269.r,44.5,188.57331272556334
CFIS_LSB.269.270.r,45.0,190.21172413918126
CFIS_LSB.269.271.r,45.5,191.8935971467778
CFIS_LSB.269.272.r,46.0,193.62035457966016
CFIS_LSB.269.273.r,46.5,195.39348578375467
CFIS_LSB.269.274.r,47.0,197.21455046852955
CFIS_LSB.269.275.r,47.5,199.0851828280441
CFIS_LSB.269.276.r,48.0,201.00709595678987
CFIS_LSB.269.277.r,48.5,202.98208658517552
CFIS_LSB.269.278.r,49.0,205.01204016193202
CFIS_LSB.269.279.r,49.5,207.0989363134083
CFIS_LSB.269.280.r,50.0,209.24485471272544
CFIS_LSB.269.281.r,50.5,211.45198139509677
CFIS_LSB.269.282.r,51.0,213.7226155593433
CFIS_LSB.269.283.r,51.5,216.0591768997965
CFIS_LSB.269.284.r,52.0,218.46421351742907
CFIS_LSB.269.285.r,52.5,220.94041046426622
CFIS_LSB.269.286.r,53.0,223.49059898097394
CFIS_LSB.269.287.r,53.5,226.11776649408378
CFIS_LSB.269.288.r,54.0,228.82506744669874
CFIS_LSB.269.289.r,54.5,231.61583504484676
CFIS_LSB.269.290.r,55.0,234.49359401103766
CFIS_LSB.269.291.r,55.5,237.4620744471946
CFIS_LSB.269.292.r,56.0,240.5252269211534
CFIS_LSB.269.293.r,56.5,243.68723890455607
CFIS_LSB.269.294.r,57.0,246.95255270546113
CFIS_LSB.269.295.r,57.5,250.3258850566312
CFIS_LSB.269.296.r,58.0,253.81224854058095
CFIS_LSB.269.297.r,58.5,257.41697505546176
CFIS_LSB.269.298.r,59.0,261.1457415521929
CFIS_LSB.269.299.r,59.5,265.00459830346574
CFIS_LSB.269.300.r,60.0,268.99999999999994
CFIS_LSB.269.301.r,60.5,273.1388400094811
CFIS_LSB.269.302.r,61.0,277.42848817987374
CFIS_LSB.269.303.r,61.5,281.87683262238005
CFIS_LSB.270.238.r,29.0,154.3527991628982
CFIS_LSB.270.239.r,29.5,155.10899811394134
CFIS_LSB.270.240.r,30.0,155.88457268119893
CFIS_LSB.270.241.r,30.5,156.67993401107938
CFIS_LSB.270.244.r,32.0,159.18908445388303
CFIS_LSB.270.245.r,32.5,160.06802140361168
CFIS_LSB.270.246.r,33.0,160.9690445328529
CFIS_LSB.270.247.r,33.5,161.8926673502382
CFIS_LSB.270.248.r,34.0,162.83942304802724
CFIS_LSB.270.249.r,34.5,163.80986536264237
CFIS_LSB.270.250.r,35.0,164.80456948279658
CFIS_LSB.270.251.r,35.5,165.82413300825164
CFIS_LSB.270.252.r,36.0,166.8691769624716
CFIS_LSB.270.253.r,36.5,167.9403468626794
CFIS_LSB.270.254.r,37.0,169.03831385109046
CFIS_LSB.270.255.r,37.5,170.1637758913857
CFIS_LSB.270.256.r,38.0,171.31745903479813
CFIS_LSB.270.257.r,38.5,172.50011876052886
CFIS_LSB.270.258.r,39.0,173.71254139557757
CFIS_LSB.270.259.r,39.5,174.95554561947677
CFIS_LSB.270.260.r,40.0,176.22998405985763
CFIS_LSB.270.261.r,40.5,177.53674498525595
CFIS_LSB.270.262.r,41.0,178.8767541020895
CFIS_LSB.270.263.r,41.5,180.25097646331025
CFIS_LSB.270.264.r,42.0,181.66041849686079
CFIS_LSB.270.265.r,42.5,183.10613016274968
CFIS_LSB.270.266.r,43.0,184.58920724831034
CFIS_LSB.270.267.r,43.5,186.11079381203163
CFIS_LSB.270.268.r,44.0,187.67208478725163
CFIS_LSB.270.269.r,44.5,189.2743287580004
CFIS_LSB.270.270.r,45.0,190.9188309203678
CFIS_LSB.270.271.r,45.5,192.60695624397772
CFIS_LSB.270.272.r,46.0,194.34013284947304
CFIS_LSB.270.273.r,46.5,196.119855619382
CFIS_LSB.270.274.r,47.0,197.94769006134936
CFIS_LSB.270.275.r,47.5,199.82527644450525
CFIS_LSB.270.276.r,48.0,201.75433423172217
CFIS_LSB.270.277.r,48.5,203.73666683270403
CFIS_LSB.270.278.r,49.0,205.77416670528493
CFIS_LSB.270.279.r,49.5,207.86882083501948
CFIS_LSB.270.280.r,50.0,210.02271662615564
CFIS_LSB.270.281.r,50.5,212.23804824043168
CFIS_LSB.270.282.r,51.0,214.51712342387617
CFIS_LSB.270.283.r,51.5,216.86237086596674
CFIS_LSB.270.284.r,52.0,219.27634814017043
CFIS_LSB.270.285.r,52.5,221.76175028011852
CFIS_LSB.270.286.r,53.0,224.3214190515352
CFIS_LSB.270.287.r,53.5,226.95835298662683
CFIS_LSB.270.288.r,54.0,229.67571825505078
CFIS_LSB.270.289.r,54.5,232.4768604539354
CFIS_LSB.270.290.r,55.0,235.3653174088482
CFIS_LSB.270.291.r,55.5,238.34483308826225
CFIS_LSB.270.292.r,56.0,241.4193727461391
CFIS_LSB.270.293.r,56.5,244.5931394209299
CFIS_LSB.270.294.r,57.0,247.87059193484947
CFIS_LSB.270.295.r,57.5,251.25646455498298
CFIS_LSB.270.296.r,58.0,254.7557884979809
CFIS_LSB.270.297.r,58.5,258.37391548317726
CFIS_LSB.270.298.r,59.0,262.11654356539805
CFIS_LSB.270.299.r,59.5,265.9897455090548
CFIS_LSB.270.300.r,60.0,269.99999999999994
CFIS_LSB.270.301.r,60.5,274.15422603182117
CFIS_LSB.270.302.r,61.0,278.4598208496874
CFIS_LSB.271.238.r,29.0,154.92447619683486
CFIS_LSB.271.239.r,29.5,155.6834758847337
CFIS_LSB.271.240.r,30.0,156.46192295038858
CFIS_LSB.271.244.r,32.0,159.77867365556406
CFIS_LSB.271.245.r,32.5,160.66086592732876
CFIS_LSB.271.246.r,33.0,161.56522617927087
CFIS_LSB.271.247.r,33.5,162.49226982190578
CFIS_LSB.271.248.r,34.0,163.44253202227918
CFIS_LSB.271.249.r,34.5,164.41656856768918
CFIS_LSB.271.250.r,35.0,165.4149567771773
CFIS_LSB.271.251.r,35.5,166.43829646383776
CFIS_LSB.271.252.r,36.0,167.4872109512215
CFIS_LSB.271.253.r,36.5,168.562348147356
CFIS_LSB.271.254.r,37.0,169.6643816801686
CFIS_LSB.271.255.r,37.5,170.79401209839082
CFIS_LSB.271.256.r,38.0,171.9519681423344
CFIS_LSB.271.257.r,38.5,173.13900808927156
CFIS_LSB.271.258.r,39.0,174.35592117852417
CFIS_LSB.271.259.r,39.5,175.60352912177112
CFIS_LSB.271.260.r,40.0,176.88268770452376
CFIS_LSB.271.261.r,40.5,178.19428848520135
CFIS_LSB.271.262.r,41.0,179.53926059876392
CFIS_LSB.271.263.r,41.5,180.9185726724336
CFIS_LSB.271.264.r,42.0,182.33323486166395
CFIS_LSB.271.265.r,42.5,183.7843010152043
CFIS_LSB.271.266.r,43.0,185.27287097885963
CFIS_LSB.271.267.r,43.5,186.8000930483725
CFIS_LSB.271.268.r,44.0,188.36716658275995
CFIS_LSB.271.269.r,44.5,189.97534479043742
CFIS_LSB.271.270.r,45.0,191.62593770155436
CFIS_LSB.271.271.r,45.5,193.32031534117763
CFIS_LSB.271.272.r,46.0,195.05991111928589
CFIS_LSB.271.273.r,46.5,196.84622545500935
CFIS_LSB.271.274.r,47.0,198.68082965416917
CFIS_LSB.271.275.r,47.5,200.5653700609664
CFIS_LSB.271.276.r,48.0,202.50157250665447
CFIS_LSB.271.277.r,48.5,204.49124708023257
CFIS_LSB.271.278.r,49.0,206.53629324863783
CFIS_LSB.271.279.r,49.5,208.63870535663068
CFIS_LSB.271.280.r,50.0,210.80057853958587
CFIS_LSB.271.281.r,50.5,213.02411508576662
CFIS_LSB.271.282.r,51.0,215.31163128840905
CFIS_LSB.271.283.r,51.5,217.665564832137
CFIS_LSB.271.284.r,52.0,220.0884827629118
CFIS_LSB.271.285.r,52.5,222.5830900959708
CFIS_LSB.271.286.r,53.0,225.15223912209643
CFIS_LSB.271.287.r,53.5,227.79893947916992
CFIS_LSB.271.288.r,54.0,230.52636906340283
CFIS_LSB.271.289.r,54.5,233.33788586302404
CFIS_LSB.271.290.r,55.0,236.23704080665877
CFIS_LSB.271.291.r,55.5,239.22759172932987
CFIS_LSB.271.292.r,56.0,242.3135185711248
CFIS_LSB.271.293.r,56.5,245.4990399373037
CFIS_LSB.271.294.r,57.0,248.7886311642378
CFIS_LSB.271.295.r,57.5,252.18704405333477
CFIS_LSB.271.296.r,58.0,255.69932845538082
CFIS_LSB.271.297.r,58.5,259.3308559108927
CFIS_LSB.271.298.r,59.0,263.0873455786032
CFIS_LSB.271.299.r,59.5,266.9748927146439
CFIS_LSB.271.300.r,60.0,270.99999999999994
CFIS_LSB.271.301.r,60.5,275.16961205416123
CFIS_LSB.271.302.r,61.0,279.49115351950104
CFIS_LSB.272.238.r,29.0,155.49615323077154
CFIS_LSB.272.239.r,29.5,156.25795365552608
CFIS_LSB.272.243.r,31.5,159.50456673950524
CFIS_LSB.272.244.r,32.0,160.36826285724513
CFIS_LSB.272.245.r,32.5,161.25371045104586
CFIS_LSB.272.246.r,33.0,162.16140782568885
CFIS_LSB.272.247.r,33.5,163.09187229357332
CFIS_LSB.272.248.r,34.0,164.04564099653115
CFIS_LSB.272.249.r,34.5,165.02327177273602
CFIS_LSB.272.250.r,35.0,166.025344071558
CFIS_LSB.272.251.r,35.5,167.05245991942385
CFIS_LSB.272.252.r,36.0,168.10524493997139
CFIS_LSB.272.253.r,36.5,169.18434943203258
CFIS_LSB.272.254.r,37.0,170.29044950924668
CFIS_LSB.272.255.r,37.5,171.42424830539596
CFIS_LSB.272.256.r,38.0,172.5864772498707
CFIS_LSB.272.257.r,38.5,173.77789741801425
CFIS_LSB.272.258.r,39.0,174.99930096147077
CFIS_LSB.272.259.r,39.5,176.25151262406547
CFIS_LSB.272.260.r,40.0,177.5353913491899
CFIS_LSB.272.261.r,40.5,178.85183198514673
CFIS_LSB.272.262.r,41.0,180.2017670954383
CFIS_LSB.272.263.r,41.5,181.586168881557
CFIS_LSB.272.264.r,42.0,183.00605122646715
CFIS_LSB.272.265.r,42.5,184.46247186765893
CFIS_LSB.272.266.r,43.0,185.95653470940894
CFIS_LSB.272.267.r,43.5,187.48939228471335
CFIS_LSB.272.268.r,44.0,189.0622483782683
CFIS_LSB.272.269.r,44.5,190.67636082287447
CFIS_LSB.272.270.r,45.0,192.33304448274092
CFIS_LSB.272.271.r,45.5,194.03367443837755
CFIS_LSB.272.272.r,46.0,195.77968938909876
