tile,idx,ra,dec,fwhm,xc_centroid,yc_centroid,ellipticity_centroid,elongation_centroid,orientation_centroid,xc_asymmetry,yc_asymmetry,ellipticity_asymmetry,elongation_asymmetry,orientation_asymmetry,flux_circ,flux_ellip,rpetro_circ,rpetro_ellip,rmax_circ,rmax_ellip,rhalf_circ,rhalf_ellip,r20,r50,r80,gini,m20,gini_m20_bulge,gini_m20_merger,sn_per_pixel,concentration,asymmetry,smoothness,substructure,multimode,intensity,deviation,rms_asymmetry2,outer_asymmetry,shape_asymmetry,aiso_22.0,aiso_22.5,aiso_23.0,aiso_23.5,aiso_24.0,aiso_24.5,aiso_25.0,aiso_25.5,aiso_26.0,sersic_amplitude,sersic_rhalf,sersic_n,sersic_xc,sersic_yc,sersic_ellip,sersic_theta,sersic_chi2_dof,sersic_aic,sersic_bic,sky_mean,sky_median,sky_sigma,xmin_stamp,ymin_stamp,xmax_stamp,ymax_stamp,nx_stamp,ny_stamp,flag,flag_sersic
000.227,237,0.0127849,23.2844506,0.54,23.44163061417653,23.0279800987059,0.296704048240652,1.4218765194061254,0.9266000611736133,23.457681599847106,23.541009563939767,0.30193458775772153,1.4325305085491455,1.024544036623948,329.24847904238766,348.05417089572796,6.017185482382861,7.059134237547836,4.564015809200384,4.990481215937137,2.1823039106901665,2.467342593550861,1.3328185099487324,2.5907075860709026,4.447679168376526,0.4435028566295758,-0.9824367721718784,-1.0838321765684884,-0.024490883268611097,73.79186,2.6168121826441326,-0.12521944064212825,6.865123849731255e-16,0.0,0.5,0.15230051556934956,0.12912906088742737,-0.2849315300052346,0.07962699372017384,0.6812539055964094,nan,nan,nan,nan,nan,nan,nan,nan,0.9230769230769231,11.60627854700605,2.6472397708255877,6.0,22.75340113456515,22.404635566517765,0.7647159379817772,0.9203106421068895,3882.613998644233,18634.63997627017,18674.683208132366,0.2854751,0.47656256,3.2782233,0,0,47,46,48,47,1,1
000.227,255,0.2509109,23.2851171,0.54,23.6477458436221,23.8900014758248,0.40981146187422524,1.6943738066747926,-1.0887272641757881,23.25000112382481,24.2499998213519,0.4194624387094683,1.7225414282876128,-1.0609578925363032,370.24245364774475,395.0826952569271,7.304605322278752,7.689563769412509,7.11512361273154,9.789022621673082,3.36535219527688,4.009917860064,2.0093509829962843,3.4093903999997934,5.663162040610212,0.38714187549761586,-0.9003811912434703,-1.4196835507550767,-0.06888252884020268,73.28709,2.2500159231767505,-0.004135935535624676,8.737422616365529e-16,0.27941135269607104,1.0,0.7442285671576351,2.371693440969987,0.6435617734104278,-0.018480741331524973,0.6906512892816917,nan,nan,nan,nan,nan,nan,nan,0.5573770491803278,0.5736434108527132,9.91698495519297,4.114692907464104,0.1,22.939047544270576,23.26969876641409,0.6563703771536067,2.1231841912603304,3184.520132861333,18591.184423746854,18631.381237899564,-0.17073204,-0.19085196,3.2390676,0,0,47,47,48,48,1,1
000.227,284,0.0288689,23.2896417,0.54,31.089515301165232,30.391609915587363,0.1306442928142616,1.1502771440210369,0.6031660563883475,31.249999970949446,29.75000135303012,0.12538330606321113,1.1433580069216847,0.6197055754634154,19262.143258532036,19278.425764549254,14.081603559442247,15.052250453804731,19.827379176323202,20.97287521634347,6.877469442487206,7.332194471284292,3.1010077740961997,6.903184454511942,10.998841159159847,0.4650140123691559,-1.875544385866572,-0.3584283793671439,-0.1273367973899892,494.82504,2.749220375946613,0.04157962674592502,0.32443943710147916,0.0,0.07853403141361257,0.08676227812161008,0.02847762729096003,0.030145520018869623,0.03698590305837153,0.28429813904514456,0.22857142857142856,0.3464566929133858,0.08661417322834646,0.11917098445595854,0.25239005736137665,0.2932098765432099,0.24433249370277077,0.18122977346278318,0.1956124314442413,21.971201823477184,8.962825231080245,2.2654278409892274,30.27981824177911,29.301837503279454,0.23702942229795923,0.27473049189454307,8488.711429720932,36744.79997301393,36788.964264707734,-0.7460768,-0.7909275,4.3031654,0,0,63,63,64,64,0,0
000.227,348,0.138402,23.2898936,0.54,25.456215634775152,24.616989681745594,0.27264858393775915,1.3748512451021724,-0.24133388243011017,25.37833068556546,24.249999283625673,0.2659446019772158,1.3622950021123081,-0.2420188209345768,1733.877012437892,1754.6666520805325,9.234248132809963,10.388401823830662,9.631143851186337,10.82366926101286,4.737774163995869,5.262795262084314,2.5520344891524145,4.8349962456347475,7.2189802445492814,0.40155205814039624,-1.4296923572105937,-0.9815405086580973,-0.1281907000932803,127.356,2.257946570089146,-0.0255594979386791,1.5990011119583631,0.0,0.06666666666666667,0.21270098698367332,0.10645065800544055,-0.04029307175091096,-0.013296791266099433,0.3715420791016886,nan,nan,nan,nan,0.30303030303030304,0.3076923076923077,0.2,0.22033898305084745,0.19480519480519481,10.39966548455584,5.069086609104438,0.6527853554907678,25.069295090964054,23.641587413203016,0.30373477476937255,2.85158992798819,3228.082949030866,17919.559065779704,17959.48643724702,-0.29300603,-0.11273572,3.336703,1,1,48,48,48,48,0,0
000.227,360,0.2459006,23.2902363,0.54,18.864283969257276,18.719898413845744,0.07742078137137887,1.0839177599149283,0.10066595766738337,18.44069798523979,19.749999999917186,0.04054155423442496,1.0422546222958888,-0.4623157585638988,1369.0107598259378,1369.9283881845195,8.794517392969137,8.983738560015754,5.93558176015539,6.166848719703055,3.5495521902358553,3.6619164270147055,2.517303906798319,4.340488103950295,6.5260343609515665,0.43879502036535056,-1.3579171156334024,-0.8469280880575667,-0.08134340891134592,109.02192,2.068568531418426,-0.05456834340141779,-1.213840121227136,0.0,0.75,0.0,0.1161173557261045,-0.1646478951741712,-0.04582555265634686,0.5074092337933341,nan,nan,nan,nan,nan,0.4691358024691358,0.2896551724137931,0.18181818181818182,0.366412213740458,11.043458568228505,4.024593476098436,0.4669153406615862,18.162892862460154,18.108390939723574,0.11276320017710112,0.1422416919488129,3876.5515840579783,13227.306675386517,13264.950987744112,0.33596784,1.2363216,4.037614,0,0,39,39,40,40,1,0
000.227,362,0.0089371,23.2919831,0.54,20.95193813888061,20.836567239576368,0.06770785953197334,1.0726251532035687,1.4675564025898737,20.501712271429568,20.99722516714966,0.06163844705053656,1.0656873108843754,1.4923367928302544,4950.264880720288,4938.139161609146,10.809350237084498,11.156533815479744,11.888080896307207,12.050336186838468,4.807295952420828,4.978170088927937,2.390603635915399,4.913758809778384,8.260576274952733,0.49599558870993715,-1.7485320748433641,-0.29308910801935983,-0.07901032558038987,229.93729,2.6925138498315713,0.1065556867987457,-0.19162253911106986,0.0,0.030303030303030304,0.040636423657068585,0.01893811213966369,0.022662969639888793,0.10709655060786792,0.23663644052650992,nan,nan,nan,0.32432432432432434,0.3013698630136986,0.26382978723404255,0.1519756838905775,0.1111111111111111,0.1556420233463035,20.17823718633606,5.146764407698219,1.4290439688326855,20.231894482464693,20.26554421262528,0.30258475448865,2.6970248867104303,4574.873566063335,16307.385917754324,16346.357337486415,0.5768928,0.57048833,3.5700634,0,0,43,43,44,44,0,0
000.227,363,0.2005781,23.2903605,0.54,18.738042028503006,18.852163424822216,0.2267807508816997,1.293294238523287,-0.02272726047092588,18.749999999999794,19.009594253439108,0.22534931056660157,1.290904421361102,-0.022432373022590237,1912.198965033017,1867.979291904416,7.427078017853722,9.598120422620662,10.750004281380292,11.305324236901347,3.8744128263808255,4.429667543519503,2.1445594523138096,3.8758953584397564,5.785389619929933,0.45403780782177994,-1.5945605572172956,-0.607482385130603,-0.09914648770964196,156.75243,2.154972608133249,0.11932665609237529,8.914844137859815e-17,0.0,0.125,0.03503055653110903,0.05861333711526375,0.10381037089647926,0.11335999931272803,0.21062966476500114,nan,nan,nan,nan,0.0,0.0851063829787234,0.136986301369863,0.1941747572815534,0.3111111111111111,18.90529863245202,3.9184810438185966,0.51728023549164,18.034405697041784,18.24354002763198,0.2630372434581616,0.007148945315821947,3255.4199619616566,12939.819063519608,12977.458999509445,-0.45148382,-0.60527945,3.2542102,0,0,39,39,40,40,0,0
000.227,375,0.0201914,23.2908058,0.54,19.692118939403887,20.148107854266733,0.20973593444796212,1.2653998120254288,0.43789504534304,19.75000034610187,19.25000115801315,0.16851187203297702,1.202662992248592,0.5397981053236486,949.2207204362444,979.7031256294432,8.345021979894396,8.980922557807325,7.786205984146626,8.377363966513304,3.8805568132875887,4.235585938303322,2.2096376046505704,4.216814531986541,6.531871174822536,0.43127048521068984,-1.5275499347508046,-0.7666189934247774,-0.11237166057177891,98.32561,2.3535827921405184,0.018874952967967103,2.8065236776893125,0.0,0.5,0.20344145286740936,0.05597108349750911,0.005941347322607645,-0.23922681537797486,0.429646659018998,nan,nan,nan,nan,nan,0.6666666666666666,0.1276595744680851,0.17721518987341772,0.12322274881516587,7.305452045796134,4.029849993814331,1.0623818638375455,19.198849101874867,19.734393950070736,0.2482750282838474,0.20970223410908434,3963.657631469305,14621.589403528533,14659.9167781845,-0.27456075,0.05283486,3.5494576,0,0,41,41,42,42,0,0
000.227,378,0.2074246,23.291249,0.54,21.8407906878973,22.2423188513522,0.36153142869109767,1.5662478075466342,-0.1218026014721014,21.58084836106134,22.507946732224774,0.3605628839874653,1.5638754381914817,-0.12930760630898303,3563.0234867794625,3549.2631616316794,8.915377778459963,10.888602227576774,11.518286656456457,14.082787562879233,3.9115774358045874,4.78962156623994,1.9569289330954394,3.9762448469427785,6.839170591029851,0.5022313890329253,-1.7923650369448483,-0.23184565368423993,-0.0789296649927379,244.25183,2.717141911326296,0.044037686615427694,-0.8653774232196332,0.00027344060848876297,0.023809523809523808,0.039349399177275125,0.02967411198036747,0.030837341402942753,0.05088020189065816,0.3694943736858206,nan,nan,nan,0.32,0.1782178217821782,0.24836601307189543,0.34285714285714286,0.2571428571428571,0.3425414364640884,27.4041709681209,4.447569620417958,1.4134627934748247,21.12994352622748,21.87132835470827,0.5053829909677866,2.9925477974747428,3617.424189132684,17287.116768192693,17326.694552456043,0.19574338,0.18850407,3.4908106,0,0,45,45,46,46,0,0
000.227,428,0.0438175,23.2934635,0.54,24.13983781949284,24.657372776914233,0.33697427725598816,1.508237110109966,1.0657465068449452,24.749999778814228,24.249998803236146,0.3129744695025116,1.4555499841117707,1.0709099530556938,1425.9986307133654,1462.1277690076508,7.285531850887519,11.903808100719498,12.434831261229341,12.774747001631733,4.455053602742218,4.98066537466069,2.079199327196992,4.214004281260108,7.296808296215427,0.487143622723813,-1.7334624412956847,-0.34734959569921564,-0.08567909284352532,116.20259,2.7261840526799257,0.07845746965585992,3.8072554422062213e-16,0.19277060189870948,0.09090909090909091,0.028760741152761497,0.07623284642575498,0.2024585502122274,0.10632300698253873,0.5853822385484301,nan,nan,nan,nan,nan,0.48,0.5384615384615384,0.45977011494252873,0.6386554621848739,7.870864252068385,5.279950840803548,1.63719623676621,23.74423113702139,23.60590405497199,0.5215970705990117,0.906037252087438,4550.025605428752,18419.422241269065,18459.25104195022,-0.18422285,-0.2966433,3.7756824,0,1,46,48,47,48,0,0
